22:50:45.122 -> BEGIN,97548,18
22:50:47.550 -> 428,0.10229,0.75098,1.18323,-37.65869,26.00098,-30.27344
22:50:47.597 -> 445,0.05432,0.78223,1.13379,-46.69189,41.99219,-52.24609
22:50:47.597 -> 462,0.15027,0.83020,1.08472,-51.33057,46.69189,-67.50488
22:50:47.597 -> 479,0.21643,0.78015,1.08264,-54.13818,45.41016,-75.31738
22:50:47.643 -> 496,0.17578,0.64893,0.99915,-55.17578,50.04883,-83.31299
22:50:47.643 -> 513,0.21301,0.48987,0.97229,-59.57031,60.91309,-94.60449
22:50:47.643 -> 530,0.30408,0.38538,0.96350,-65.67383,67.93213,-105.89600
22:50:47.691 -> 547,0.41235,0.30518,0.98389,-71.77734,65.42969,-108.88672
22:50:47.691 -> 564,0.43555,0.20447,0.91748,-72.99805,59.08203,-106.68945
22:50:47.738 -> 581,0.48145,0.05469,0.89575,-74.70703,58.53271,-106.14014
22:50:47.738 -> 598,0.55847,-0.07776,0.88354,-84.28955,56.21338,-107.84912
22:50:47.738 -> 615,0.60522,-0.13428,0.81726,-85.38818,54.68750,-104.24805
22:50:47.783 -> 632,0.59827,-0.15100,0.88232,-87.46338,49.74365,-92.65137
22:50:47.783 -> 649,0.54712,-0.16528,0.97070,-94.84863,30.27344,-80.26123
22:50:47.783 -> 666,0.52673,-0.20947,0.94983,-100.34180,8.48389,-76.04980
22:50:47.830 -> 683,0.60474,-0.39392,0.86804,-103.63770,4.76074,-77.75879
22:50:47.830 -> 700,0.71313,-0.44312,0.62683,-98.51074,13.24463,-77.20947
22:50:47.830 -> EXIT,42
22:50:49.140 -> BEGIN,101543,20
22:50:49.140 -> 3,0.76038,0.25549,0.66455,17.76123,-9.39941,33.32520
22:50:49.140 -> 20,0.77698,0.25391,0.80627,7.99561,-11.84082,41.32080
22:50:49.186 -> 37,0.79187,0.21265,0.78796,-7.38525,-21.30127,47.24121
22:50:49.186 -> 54,0.83850,0.21167,0.69055,-21.30127,-26.30615,48.27881
22:50:49.186 -> 71,0.79150,0.20410,0.53076,-19.89746,-23.49854,47.48535
22:50:49.233 -> 88,0.73914,0.17322,0.41638,-3.84521,-13.67187,42.23633
22:50:49.233 -> 105,0.72961,0.14404,0.37537,20.26367,-5.67627,31.67725
22:50:49.233 -> 122,0.72363,0.10266,0.39514,34.91211,3.84521,22.39990
22:50:49.279 -> 139,0.71423,0.20569,0.62927,40.83252,0.54932,25.26855
22:50:49.279 -> 156,0.68066,0.23511,0.73987,47.11914,-13.12256,31.37207
22:50:49.279 -> 173,0.58301,0.20776,0.72217,44.73877,-16.84570,32.89795
22:50:49.326 -> 190,0.51331,0.12256,0.69714,28.13721,-14.95361,28.38135
22:50:49.326 -> 207,0.50574,0.15637,0.72144,9.58252,-11.04736,15.01465
22:50:49.373 -> 224,0.43579,0.29272,0.65466,10.55908,-3.35693,7.81250
22:50:49.373 -> 241,0.42798,0.26660,0.55725,42.72461,13.54980,0.00000
22:50:49.373 -> 258,0.38391,0.17200,0.71619,51.39160,22.21680,-20.93506
22:50:49.419 -> 275,0.37549,0.23096,0.75903,39.36768,22.46094,-40.71045
22:50:49.419 -> 292,0.49744,0.41687,0.80420,38.26904,21.66748,-41.13770
22:50:49.419 -> 309,0.54956,0.46606,0.88342,32.71484,14.58740,-26.85547
22:50:49.466 -> 326,0.61438,0.47961,0.80737,31.79932,7.01904,-13.42773
22:50:49.466 -> 343,0.56775,0.35242,0.78796,22.70508,11.84082,-10.13184
22:50:49.513 -> 360,0.53125,0.37354,0.80029,13.97705,16.17432,-17.15088
22:50:49.513 -> 377,0.49512,0.44202,0.79468,7.01904,20.44678,-21.85059
22:50:49.513 -> 394,0.51782,0.45557,0.81335,6.40869,24.53613,-27.28271
22:50:49.559 -> 411,0.55859,0.44727,0.87854,3.11279,25.87891,-33.93555
22:50:49.559 -> 428,0.60205,0.43396,0.91382,-7.75146,21.85059,-33.63037
22:50:49.559 -> 445,0.62927,0.34326,0.85913,-15.93018,19.59229,-33.50830
22:50:49.606 -> 462,0.63904,0.28735,0.81067,-22.70508,19.53125,-37.71973
22:50:49.606 -> 479,0.63452,0.27002,0.79871,-23.86475,18.00537,-38.20801
22:50:49.606 -> 496,0.59961,0.21826,0.78918,-25.57373,17.21191,-40.03906
22:50:49.651 -> 513,0.56848,0.12854,0.73816,-25.20752,18.85986,-52.24609
22:50:49.651 -> 530,0.59058,0.09302,0.75244,-22.21680,28.62549,-66.04004
22:50:49.697 -> 547,0.63159,0.12964,0.93591,-26.18408,29.78516,-64.39209
22:50:49.697 -> 564,0.69666,0.23340,1.00781,-31.49414,25.20752,-56.88477
22:50:49.697 -> 581,0.67200,0.21191,1.00146,-42.84668,14.52637,-45.16602
22:50:49.743 -> 598,0.63782,0.08301,0.90039,-46.08154,15.31982,-52.36816
22:50:49.743 -> 615,0.66272,-0.02063,0.84534,-41.74805,33.81348,-66.28418
22:50:49.743 -> 632,0.74707,0.02856,0.92212,-43.45703,46.50879,-72.87598
22:50:49.790 -> 649,0.78027,0.08813,1.00037,-52.36816,47.48535,-64.14795
22:50:49.790 -> 666,0.75366,0.07007,1.02405,-63.53760,39.61182,-51.26953
22:50:49.790 -> 683,0.73633,-0.03784,0.95337,-72.69287,32.53174,-47.54639
22:50:49.836 -> 700,0.76880,-0.12439,0.85889,-79.46777,34.79004,-49.07227
22:50:49.836 -> 717,0.79065,-0.13623,0.83154,-87.82959,33.93555,-47.11914
22:50:49.884 -> 734,0.71265,-0.15271,0.73816,-85.69336,26.18408,-44.25049
22:50:49.884 -> 751,0.63953,-0.23938,0.59058,-72.99805,25.81787,-44.73877
22:50:49.884 -> 768,0.60364,-0.26868,0.57947,-65.73486,25.57373,-47.18018
22:50:49.931 -> 785,0.61377,-0.33777,0.58069,-70.61768,23.07129,-53.16162
22:50:49.931 -> 802,0.65051,-0.28430,0.64404,-71.65527,17.82227,-48.46191
22:50:49.931 -> 819,0.62659,-0.30408,0.65186,-71.59424,6.77490,-42.66357
22:50:49.976 -> 836,0.59790,-0.33484,0.62683,-68.23730,3.78418,-45.28809
22:50:49.976 -> 853,0.56738,-0.37756,0.64636,-63.47656,10.00977,-54.56543
22:50:49.976 -> 870,0.61475,-0.34729,0.68420,-63.04932,17.02881,-62.31689
22:50:50.023 -> 887,0.68347,-0.39282,0.61633,-55.60303,28.62549,-67.74902
22:50:50.023 -> 904,0.77710,-0.39722,0.70447,-57.86133,37.65869,-72.87598
22:50:50.069 -> 921,0.83093,-0.40173,0.76819,-64.81934,39.42871,-69.27490
22:50:50.069 -> 938,0.81433,-0.41626,0.73193,-68.96973,36.56006,-57.06787
22:50:50.069 -> 955,0.84717,-0.39050,0.68445,-69.76318,34.91211,-49.31641
22:50:50.116 -> 972,0.83948,-0.41553,0.66406,-72.02148,26.67236,-40.28320
22:50:50.116 -> 989,0.81433,-0.41992,0.65112,-75.07324,15.31982,-34.97314
22:50:50.116 -> 1006,0.77429,-0.48523,0.55505,-75.56152,14.46533,-35.70557
22:50:50.163 -> EXIT,60
22:50:51.291 -> BEGIN,103685,21
22:50:51.291 -> 3,0.59473,0.33105,0.78540,70.73975,-14.16016,35.33936
22:50:51.291 -> 20,0.56067,0.31982,0.80212,71.35010,-19.22607,35.27832
22:50:51.291 -> 37,0.54456,0.29114,0.68994,65.79590,-15.38086,27.40479
22:50:51.338 -> 54,0.57056,0.33545,0.71838,61.88965,-10.19287,22.94922
22:50:51.338 -> 71,0.59241,0.39844,0.82446,58.59375,-9.94873,28.19824
22:50:51.338 -> 88,0.61584,0.43652,0.84082,54.07715,-14.64844,35.70557
22:50:51.385 -> 105,0.59570,0.39819,0.82129,48.95020,-23.86475,36.07178
22:50:51.385 -> 122,0.58008,0.34619,0.80591,35.88867,-31.49414,27.03857
22:50:51.431 -> 139,0.58325,0.38013,0.75964,21.97266,-32.40967,22.39990
22:50:51.431 -> 156,0.59790,0.41028,0.76025,13.91602,-31.79932,23.19336
22:50:51.431 -> 173,0.58984,0.38318,0.73157,11.77979,-34.91211,21.97266
22:50:51.477 -> 190,0.55176,0.28943,0.67236,9.21631,-33.69141,11.96289
22:50:51.477 -> 207,0.56946,0.28918,0.65784,14.28223,-31.25000,-4.45557
22:50:51.477 -> 224,0.56555,0.32007,0.56165,29.23584,-17.15088,-12.39014
22:50:51.523 -> 241,0.63916,0.39099,0.70264,42.17529,-1.95312,-8.97217
22:50:51.523 -> 258,0.65295,0.29578,0.83093,41.25977,-4.88281,-11.90186
22:50:51.523 -> 275,0.68408,0.34827,0.88733,23.01025,-12.45117,-12.63428
22:50:51.568 -> 292,0.61768,0.32117,0.83313,11.23047,-15.68604,-11.59668
22:50:51.568 -> 309,0.62061,0.34021,0.75757,14.95361,-6.59180,-15.50293
22:50:51.613 -> 326,0.64685,0.37427,0.85144,18.43262,4.33350,-18.98193
22:50:51.613 -> 343,0.65588,0.37537,0.98767,6.95801,6.40869,-20.56885
22:50:51.613 -> 360,0.66541,0.37854,0.99463,0.18311,5.98145,-20.75195
22:50:51.662 -> 377,0.65967,0.37756,1.00464,-10.92529,7.93457,-21.17920
22:50:51.662 -> 394,0.65442,0.38928,0.99976,-21.17920,14.16016,-20.26367
22:50:51.662 -> 411,0.65344,0.39465,1.00183,-32.47070,19.95850,-16.72363
22:50:51.708 -> 428,0.64185,0.38025,0.98560,-40.64941,19.34814,-17.39502
22:50:51.708 -> 445,0.58093,0.31006,0.92834,-47.66846,22.70508,-24.96338
22:50:51.756 -> 462,0.55493,0.27234,0.91479,-52.06299,29.66309,-35.82764
22:50:51.756 -> 479,0.53442,0.26318,0.92419,-55.66406,32.22656,-44.86084
22:50:51.756 -> 496,0.51099,0.24817,0.90356,-61.88965,36.37695,-53.28369
22:50:51.803 -> 513,0.51282,0.21484,0.87451,-65.55176,41.19873,-59.50928
22:50:51.803 -> 530,0.54858,0.15173,0.85388,-66.28418,44.79980,-66.04004
22:50:51.803 -> 547,0.58838,0.10962,0.81519,-68.23730,48.52295,-73.60840
22:50:51.848 -> 564,0.61792,0.12585,0.85156,-71.83838,48.40088,-74.15771
22:50:51.848 -> 581,0.62512,0.17664,0.92102,-76.66016,36.74316,-65.24658
22:50:51.848 -> 598,0.60242,0.10059,0.88904,-80.26123,24.41406,-57.00684
22:50:51.896 -> 615,0.64978,-0.06140,0.78809,-84.41162,23.86475,-62.31689
22:50:51.896 -> 632,0.68445,-0.09827,0.75793,-85.51025,32.53174,-69.27490
22:50:51.943 -> 649,0.68372,-0.01599,0.79346,-83.98438,32.40967,-65.91797
22:50:51.943 -> 666,0.67151,-0.07410,0.80786,-82.09229,25.26855,-59.81445
22:50:51.943 -> 683,0.69958,-0.18420,0.74756,-82.09229,23.43750,-62.19482
22:50:51.989 -> 700,0.74402,-0.24561,0.71472,-85.20508,28.50342,-68.11523
22:50:51.989 -> 717,0.75769,-0.22290,0.72192,-85.87646,31.25000,-65.91797
22:50:51.989 -> 734,0.74561,-0.23010,0.70532,-82.51953,30.15137,-59.63135
22:50:52.035 -> 751,0.74951,-0.24512,0.71082,-82.39746,28.07617,-57.61719
22:50:52.035 -> 768,0.78589,-0.37732,0.62170,-80.38330,26.61133,-59.20410
22:50:52.035 -> 785,0.82300,-0.31873,0.64990,-77.33154,25.32959,-60.66895
22:50:52.082 -> 802,0.83643,-0.36487,0.68835,-80.74951,19.53125,-49.07227
22:50:52.082 -> 819,0.76697,-0.37463,0.58008,-77.69775,15.86914,-44.00635
22:50:52.129 -> 836,0.78320,-0.40234,0.55054,-74.58496,16.84570,-46.32568
22:50:52.129 -> 853,0.85754,-0.44885,0.52734,-75.56152,21.48438,-49.74365
22:50:52.129 -> EXIT,51
22:50:53.344 -> BEGIN,105774,22
22:50:53.344 -> 3,0.69214,0.09131,0.59717,91.91895,-20.56885,50.59814
22:50:53.392 -> 19,0.67151,0.09509,0.64136,90.08789,-16.60156,46.69189
22:50:53.392 -> 36,0.69458,0.10608,0.72095,80.87158,-22.09473,40.46631
22:50:53.392 -> 53,0.70789,0.15198,0.70349,67.56592,-27.64893,37.65869
22:50:53.439 -> 70,0.71313,0.17151,0.64661,63.04932,-28.50342,36.98730
22:50:53.439 -> 87,0.68945,0.15552,0.61206,62.68311,-26.12305,36.92627
22:50:53.485 -> 104,0.75989,0.15405,0.62769,62.50000,-22.88818,33.99658
22:50:53.485 -> 121,0.78345,0.19263,0.68616,59.02100,-23.31543,32.95898
22:50:53.485 -> 138,0.74988,0.21484,0.74805,41.38184,-29.72412,33.99658
22:50:53.531 -> 155,0.72168,0.24634,0.67126,33.26416,-36.31592,35.40039
22:50:53.531 -> 172,0.70325,0.19788,0.59875,42.41943,-33.44727,33.50830
22:50:53.531 -> 189,0.73462,0.18994,0.64771,42.72461,-28.01514,26.36719
22:50:53.577 -> 206,0.73547,0.19653,0.68445,37.84180,-25.32959,20.08057
22:50:53.577 -> 223,0.73230,0.20386,0.62854,39.48975,-23.43750,15.80811
22:50:53.623 -> 240,0.71863,0.20056,0.64612,48.58398,-23.55957,10.37598
22:50:53.623 -> 257,0.73340,0.22253,0.69543,59.08203,-24.59717,5.61523
22:50:53.623 -> 274,0.73022,0.22852,0.68262,60.91309,-22.76611,-0.61035
22:50:53.670 -> 291,0.62805,0.24658,0.68848,60.85205,-18.79883,-2.25830
22:50:53.670 -> 308,0.60986,0.31653,0.78845,52.55127,-17.51709,-2.07520
22:50:53.670 -> 325,0.64441,0.36292,0.86194,45.95947,-12.02393,-0.42725
22:50:53.717 -> 342,0.70630,0.35620,0.95776,28.01514,-10.31494,-2.44141
22:50:53.717 -> 359,0.65625,0.41760,1.00012,5.98145,-15.68604,-2.86865
22:50:53.717 -> 376,0.59839,0.42786,0.93689,-6.83594,-13.12256,-6.77490
22:50:53.764 -> 393,0.58105,0.40479,0.92627,-16.17432,-2.68555,-17.94434
22:50:53.764 -> 410,0.64746,0.43115,0.97913,-27.95410,7.01904,-26.42822
22:50:53.810 -> 427,0.69482,0.43005,1.00000,-36.86523,13.97705,-28.13721
22:50:53.810 -> 444,0.67041,0.40210,0.99976,-46.14258,17.39502,-27.95410
22:50:53.810 -> 461,0.65747,0.37183,0.94275,-53.03955,23.92578,-30.94482
22:50:53.857 -> 478,0.64832,0.31934,0.90759,-54.62646,27.89307,-34.66797
22:50:53.857 -> 495,0.68176,0.25793,0.88196,-59.26514,34.24072,-42.84668
22:50:53.857 -> 512,0.73096,0.25964,0.89075,-64.57520,34.91211,-39.85596
22:50:53.904 -> 529,0.72400,0.20886,0.90857,-67.26074,27.09961,-35.33936
22:50:53.904 -> 546,0.69324,0.15503,0.85559,-68.72559,22.76611,-31.37207
22:50:53.904 -> 563,0.66467,0.04395,0.83228,-72.20459,23.43750,-31.55518
22:50:53.950 -> 580,0.65308,-0.00378,0.76843,-77.51465,25.20752,-38.69629
22:50:53.950 -> 597,0.64111,-0.00354,0.75659,-76.59912,27.95410,-43.51807
22:50:53.997 -> 614,0.64111,-0.02942,0.77148,-75.86670,30.76172,-47.36328
22:50:53.997 -> 631,0.68652,-0.10999,0.70959,-72.75391,33.93555,-54.19922
22:50:53.997 -> 648,0.75061,-0.11304,0.67566,-67.68799,42.78564,-51.39160
22:50:54.043 -> 665,0.73706,-0.11743,0.80151,-71.04492,35.40039,-42.78564
22:50:54.043 -> 682,0.71582,-0.11340,0.79541,-73.60840,18.49365,-35.82764
22:50:54.043 -> 699,0.75989,-0.14612,0.76013,-75.92773,9.70459,-29.17480
22:50:54.091 -> 716,0.76843,-0.17407,0.73608,-75.92773,7.44629,-24.96338
22:50:54.091 -> 733,0.72070,-0.17700,0.73926,-74.70703,7.08008,-24.71924
22:50:54.091 -> 750,0.69312,-0.18994,0.70386,-72.63184,8.66699,-27.03857
22:50:54.136 -> 767,0.73206,-0.23633,0.70337,-75.98877,11.53564,-29.29688
22:50:54.136 -> 784,0.73169,-0.28918,0.62683,-79.28467,12.08496,-32.10449
22:50:54.182 -> 801,0.74097,-0.27307,0.71545,-79.65088,8.78906,-31.37207
22:50:54.182 -> 818,0.73437,-0.29663,0.64819,-81.23779,3.54004,-33.26416
22:50:54.182 -> 835,0.73950,-0.33765,0.55444,-77.63672,7.99561,-39.12354
22:50:54.228 -> 852,0.76575,-0.32471,0.54663,-73.12012,12.75635,-40.58838
22:50:54.228 -> 869,0.77771,-0.33728,0.52014,-71.28906,14.64844,-40.83252
22:50:54.228 -> 886,0.77002,-0.36597,0.51990,-66.58936,16.23535,-40.83252
22:50:54.274 -> 903,0.77991,-0.38086,0.50256,-62.19482,16.35742,-40.03906
22:50:54.274 -> 920,0.81445,-0.42761,0.43396,-59.75342,18.85986,-44.61670
22:50:54.274 -> 937,0.83191,-0.39929,0.45508,-58.71582,20.01953,-45.77637
22:50:54.320 -> 954,0.81653,-0.39966,0.48303,-58.95996,14.16016,-44.61670
22:50:54.320 -> 971,0.80725,-0.38196,0.44250,-54.68750,11.16943,-40.03906
22:50:54.367 -> 988,0.82812,-0.40808,0.42493,-53.95508,14.22119,-36.31592
22:50:54.367 -> 1005,0.83582,-0.38867,0.44409,-56.15234,11.59668,-38.57422
22:50:54.367 -> EXIT,60
22:50:55.443 -> BEGIN,107865,23
22:50:55.443 -> 3,0.66187,-0.07227,0.90259,50.78125,-49.31641,38.57422
22:50:55.490 -> 20,0.62976,-0.02710,0.93347,34.97314,-65.97900,44.55566
22:50:55.490 -> 37,0.61108,0.02051,0.90979,22.15576,-78.55225,53.52783
22:50:55.490 -> 54,0.58423,0.04285,0.80969,18.49365,-81.35986,60.24170
22:50:55.537 -> 71,0.56018,0.04980,0.68091,23.07129,-71.16699,62.98828
22:50:55.537 -> 88,0.54126,0.06030,0.66431,29.05273,-57.67822,59.14307
22:50:55.537 -> 105,0.46985,0.03760,0.66919,36.49902,-46.44775,47.60742
22:50:55.583 -> 122,0.52759,0.02258,0.65051,36.62109,-29.47998,31.06689
22:50:55.583 -> 139,0.54712,0.08069,0.63940,38.63525,-8.97217,19.10400
22:50:55.630 -> 156,0.56873,0.17944,0.69312,44.92188,0.54932,13.42773
22:50:55.630 -> 173,0.55725,0.15491,0.82080,41.62598,-5.43213,9.88770
22:50:55.630 -> 190,0.65051,0.15894,0.79126,33.93555,-13.85498,6.10352
22:50:55.677 -> 207,0.64905,0.14355,0.76465,28.93066,-14.16016,6.22559
22:50:55.677 -> 224,0.66125,0.20728,0.64050,25.93994,-3.96729,16.84570
22:50:55.677 -> 241,0.67773,0.22400,0.58691,47.24121,8.42285,29.11377
22:50:55.724 -> 258,0.70911,0.15698,0.71851,69.76318,2.92969,24.78027
22:50:55.724 -> 275,0.67224,0.20142,0.72754,74.15771,-2.86865,21.97266
22:50:55.724 -> 292,0.67981,0.18591,0.71948,71.71631,2.68555,20.56885
22:50:55.770 -> 309,0.66003,0.16614,0.76465,68.35938,11.10840,12.75635
22:50:55.770 -> 326,0.61560,0.24512,0.87402,59.69238,16.78467,8.11768
22:50:55.817 -> 343,0.60498,0.37109,1.03577,44.49463,11.77979,13.42773
22:50:55.817 -> 360,0.60791,0.47192,1.02954,48.27881,2.19727,23.86475
22:50:55.817 -> 377,0.48767,0.42480,1.06042,43.51807,2.44141,25.14648
22:50:55.864 -> 394,0.43713,0.42371,1.15723,25.87891,3.54004,14.22119
22:50:55.864 -> 411,0.44617,0.49292,1.30823,1.28174,2.50244,4.76074
22:50:55.864 -> 428,0.49487,0.55640,1.34717,-19.28711,2.80762,7.50732
22:50:55.911 -> 445,0.51294,0.46680,1.32959,-34.91211,5.49316,7.20215
22:50:55.911 -> 462,0.48572,0.34692,1.28943,-53.10059,11.29150,-0.30518
22:50:55.911 -> 479,0.45312,0.22241,1.17004,-70.55664,21.48438,-19.40918
22:50:55.958 -> 496,0.50061,0.12549,1.04700,-78.43018,36.98730,-44.86084
22:50:55.958 -> 513,0.66064,0.03699,0.98083,-83.00781,57.80029,-61.76758
22:50:55.958 -> 530,0.80859,-0.08618,0.93408,-91.73584,71.89941,-67.74902
22:50:56.005 -> 547,0.77344,0.02429,0.90063,-93.75000,79.10156,-64.88037
22:50:56.005 -> 564,0.85315,-0.18860,1.06812,-109.31396,62.31689,-59.02100
22:50:56.052 -> 581,0.83435,-0.23730,0.86450,-118.16406,49.80469,-57.00684
22:50:56.052 -> 598,0.81104,-0.28198,0.79443,-118.59131,47.60742,-54.38232
22:50:56.052 -> 615,0.75610,-0.30603,0.76343,-115.66162,47.24121,-51.75781
22:50:56.100 -> 632,0.69434,-0.35205,0.71741,-113.64746,49.43848,-53.83301
22:50:56.100 -> 649,0.75024,-0.33203,0.70996,-115.05127,48.70605,-59.93652
22:50:56.100 -> 666,0.79553,-0.30762,0.61926,-113.22021,55.41992,-49.31641
22:50:56.148 -> 683,0.79834,-0.40967,0.58752,-106.50635,45.83740,-46.69189
22:50:56.148 -> 700,0.75305,-0.36304,0.61292,-103.63770,31.86035,-37.35352
